number,study,Es_id,Type,site,Eutrophication,TN_mg_L,TP_mg_L,TN_TP,Chl.a_ug_L,TN_r1,TN_r2,TP_r1,TP_r2,TN_TP_r,Chl.a_r,T_C,SD_cm,DO,Data_Ioc,lnR
648,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,0.94,0.02,47,1.92,0.75,1.4,0.025,0.05,16,7,NA,550,NA,T2,0.461704826
649,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,0.87,0.021,41.43,1.64,0.75,1.4,0.025,0.05,16,7,NA,580,NA,T2,0.304075882
650,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,1.12,0.032,35,4.72,0.75,1.4,0.025,0.05,16,7,NA,240,NA,T2,1.36118844
651,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,1.24,0.038,32.63,5.38,0.75,1.4,0.025,0.05,16,7,NA,200,NA,T2,1.492068015
652,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,1.13,0.04,28.25,3.14,0.75,1.4,0.025,0.05,16,7,NA,390,NA,T2,0.95360244
653,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,0.96,0.016,60,3.45,0.75,1.4,0.025,0.05,16,7,NA,550,NA,T2,1.047753871
654,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,1.07,0.014,76.43,2.67,0.75,1.4,0.025,0.05,16,7,NA,540,NA,T2,0.791458113
655,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,0.91,0.011,82.73,2.82,0.75,1.4,0.025,0.05,16,7,NA,390,NA,T2,0.846116525
656,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,0.84,0.02,42,2.17,0.75,1.4,0.025,0.05,16,7,NA,450,NA,T2,0.584106808
657,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,1,0.021,47.62,3.92,0.75,1.4,0.025,0.05,16,7,NA,290,NA,T2,1.175471294
658,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,1.2,0.036,33.33,7.87,0.75,1.4,0.025,0.05,16,7,NA,200,NA,T2,1.872437703
659,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,0.99,0.018,55,6.38,0.75,1.4,0.025,0.05,16,7,NA,400,NA,T2,1.662547738
660,Wang41,41,Lake,Qiandaohu Lake,Oligo-meso,1,0.019,52.63,4.18,0.75,1.4,0.025,0.05,16,7,NA,400,NA,T2,1.239690887
661,Jia42,42,Lake,Tianjin park lake,Hyper,3.14,0.12,26.17,48.94,0.75,1.4,0.025,0.05,16,7,20,37.68,8.59,T1,0
662,Chen43,43,Lake,Shanghu Lake,Hyper,0.661,0.0355624,18.59,13.4007,0.75,1.4,0.025,0.05,16,7,NA,76.69,NA,F5,0.646361407
663,Chen43,43,Lake,Changshanghu Lake,Hyper,0.875,0.132869,6.59,47.461,0.75,1.4,0.025,0.05,16,7,NA,31.76,NA,F5,1.910962784
664,Chen43,43,Lake,Kuileihu Lake,Eutro,0.929,0.0410444,22.63,8.51064,0.75,1.4,0.025,0.05,16,7,NA,55.69,NA,F5,0.192371608
665,Chen43,43,Lake,Yangchenghu Lake,Hyper,1.607,0.0721172,22.28,30.2234,0.75,1.4,0.025,0.05,16,7,NA,52.71,NA,F5,1.459670921
666,Chen43,43,Lake,Gehu Lake,Hyper,1.821,0.0908318,20.05,41.7128,0.75,1.4,0.025,0.05,16,7,NA,33.75,NA,F5,1.781862499
667,Chen43,43,Lake,Lake Kuncheng,Hyper,2.13,0.136129,15.65,37.8794,0.75,1.4,0.025,0.05,16,7,NA,45.24,NA,F5,1.685461891
668,Chen43,43,Lake,Yuandanghu Lake,Eutro,2.09,0.111909,18.68,7.02128,0.75,1.4,0.025,0.05,16,7,NA,69.47,NA,F5,0
669,Chen43,43,Lake,Taihu Lake,Eutro,2.66,0.082018,32.43,28.0957,0.75,1.4,0.025,0.05,16,7,NA,26.77,NA,F5,1.386671002
670,Chen43,43,Lake,Dianshanhu Lake,Eutro,3.64,0.181711,20.03,10.8617,0.75,1.4,0.025,0.05,16,7,NA,39.72,NA,F5,0.436297302
671,Zhang44,44,Lake,Qinshan Lake,Oligo-meso,0.636166,0.030112,21.13,6.82623,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",1.444848973
672,Zhang44,44,Lake,Qinshan Lake,Eutro,6.19063,0.0812125,76.23,7.2107,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",1.499642462
673,Zhang44,44,Lake,Qinshan Lake,Oligo-meso,5.7451,0.080112,71.71,4.30833,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",0.984626786
674,Zhang44,44,Lake,Qinshan Lake,Oligo-meso,9.24946,0.0527011,175.51,3.73539,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",0.841928659
675,Zhang44,44,Lake,Qinshan Lake,Eutro,4.0719,0.064906,62.74,13.1549,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",2.100870741
676,Zhang44,44,Lake,Qinshan Lake,Eutro,7.6841,0.0373549,205.71,24.1236,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",2.707267043
677,Zhang44,44,Lake,Qinshan Lake,Eutro,2.40305,0.0671068,35.81,18.53,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",2.443467469
678,Zhang44,44,Lake,Qinshan Lake,Eutro,3.0719,0.0303521,101.21,21.0139,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",2.569260552
679,Zhang44,44,Lake,Qinshan Lake,Eutro,2.96405,0.0701481,42.25,18.5187,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",2.442857461
680,Zhang44,44,Lake,Qinshan Lake,Eutro,2.06754,0.0732293,28.23,20.0565,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",2.522629719
681,Zhang44,44,Lake,Qinshan Lake,Oligo-meso,3.78867,0.0467387,81.06,3.21,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",0.690347365
682,Zhang44,44,Lake,Qinshan Lake,Oligo-meso,11.8998,0.0283914,419.13,1.6095,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,"F3,F4,F5",0
683,Ge45,45,Lake,Nanhu lake,Oligo-meso,3.74,0.09,41.56,2.89,0.75,1.4,0.025,0.05,16,7,15.7,105,NA,T1,0.501640714
684,Ge45,45,Lake,Nanhu lake,Oligo-meso,3.72,0.1,37.2,1.98,0.75,1.4,0.025,0.05,16,7,15.2,115,NA,T1,0.123481057
685,Ge45,45,Lake,Nanhu lake,Oligo-meso,3.11,0.18,17.28,3.62,0.75,1.4,0.025,0.05,16,7,30.3,58,NA,T1,0.726858238
686,Ge45,45,Lake,Nanhu lake,Oligo-meso,2.72,0.12,22.67,2.61,0.75,1.4,0.025,0.05,16,7,30.5,90,NA,T1,0.399734433
687,Ge45,45,Lake,Nanhu lake,Oligo-meso,2.68,0.09,29.78,2.48,0.75,1.4,0.025,0.05,16,7,23,77,NA,T1,0.348642772
688,Ge45,45,Lake,Nanhu lake,Oligo-meso,2.5,0.06,41.67,1.76,0.75,1.4,0.025,0.05,16,7,23.2,86,NA,T1,0.005698021
689,Ge45,45,Lake,Nanhu lake,Oligo-meso,3.75,0.09,41.67,2.32,0.75,1.4,0.025,0.05,16,7,8.7,137,NA,T1,0.281951398
690,Ge45,45,Lake,Nanhu lake,Oligo-meso,3.86,0.09,42.89,1.75,0.75,1.4,0.025,0.05,16,7,8.5,151,NA,T1,0
691,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.239322,0.014902,16.06,1.5,0.75,1.4,0.025,0.05,16,7,17.79,NA,NA,F2,0.875468737
692,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.321695,0.0162372,19.81,1.625,0.75,1.4,0.025,0.05,16,7,17.52,NA,NA,F2,0.955511445
693,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.204407,0.0137722,14.84,2.875,0.75,1.4,0.025,0.05,16,7,17.66,NA,NA,F2,1.526056303
694,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.295593,0.01662,17.79,0.625,0.75,1.4,0.025,0.05,16,7,17.17,NA,NA,F2,0
695,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.214237,0.0157049,13.64,1.125,0.75,1.4,0.025,0.05,16,7,16.91,NA,NA,F2,0.587786665
696,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.291525,0.0170308,17.12,1.875,0.75,1.4,0.025,0.05,16,7,18.4,NA,NA,F2,1.098612289
697,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.350169,0.0213725,16.38,1.5,0.75,1.4,0.025,0.05,16,7,18.44,NA,NA,F2,0.875468737
698,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.3,0.0189169,15.86,1.5,0.75,1.4,0.025,0.05,16,7,17.24,NA,NA,F2,0.875468737
699,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.400678,0.0245285,16.34,1.375,0.75,1.4,0.025,0.05,16,7,18.14,NA,NA,F2,0.78845736
700,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.318305,0.0241083,13.2,1.75,0.75,1.4,0.025,0.05,16,7,18.05,NA,NA,F2,1.029619417
701,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.299322,0.0236415,12.66,1.125,0.75,1.4,0.025,0.05,16,7,17.31,NA,NA,F2,0.587786665
702,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.358305,0.0242297,14.79,5.375,0.75,1.4,0.025,0.05,16,7,17.68,NA,NA,F2,2.151762203
703,Chen46,46,Lake,Erhai Lake,Eutro,0.435932,0.0336321,12.96,8.125,0.75,1.4,0.025,0.05,16,7,19.08,NA,NA,F2,2.564949357
704,Chen46,46,Lake,Erhai Lake,Eutro,0.631864,0.0276471,22.85,18.375,0.75,1.4,0.025,0.05,16,7,18.34,NA,NA,F2,3.380994674
705,Chen46,46,Lake,Erhai Lake,Eutro,0.564407,0.0302334,18.67,8.75,0.75,1.4,0.025,0.05,16,7,17.64,NA,NA,F2,2.63905733
706,Chen46,46,Lake,Erhai Lake,Eutro,0.571864,0.0234827,24.35,11.875,0.75,1.4,0.025,0.05,16,7,19.06,NA,NA,F2,2.944438979
707,Chen46,46,Lake,Erhai Lake,Eutro,0.674576,0.0253501,26.61,15.125,0.75,1.4,0.025,0.05,16,7,18.01,NA,NA,F2,3.186352633
708,Chen46,46,Lake,Erhai Lake,Eutro,0.593559,0.0211298,28.09,12.375,0.75,1.4,0.025,0.05,16,7,18.03,NA,NA,F2,2.985681938
709,Chen46,46,Lake,Erhai Lake,Eutro,0.472203,0.0191783,24.62,13.125,0.75,1.4,0.025,0.05,16,7,18.36,NA,NA,F2,3.044522438
710,Chen46,46,Lake,Erhai Lake,Eutro,0.602712,0.0235387,25.61,12.375,0.75,1.4,0.025,0.05,16,7,18.16,NA,NA,F2,2.985681938
711,Chen46,46,Lake,Erhai Lake,Eutro,0.579661,0.0228385,25.38,13.125,0.75,1.4,0.025,0.05,16,7,18.64,NA,NA,F2,3.044522438
712,Chen46,46,Lake,Erhai Lake,Eutro,0.551525,0.0241363,22.85,10.125,0.75,1.4,0.025,0.05,16,7,17.84,NA,NA,F2,2.785011242
713,Chen46,46,Lake,Erhai Lake,Eutro,0.543051,0.0265266,20.47,11.75,0.75,1.4,0.025,0.05,16,7,18.39,NA,NA,F2,2.93385687
714,Chen46,46,Lake,Erhai Lake,Eutro,0.564068,0.0296078,19.05,9.125,0.75,1.4,0.025,0.05,16,7,17.53,NA,NA,F2,2.681021529
715,Chen46,46,Lake,Erhai Lake,Eutro,0.464902,0.0174286,26.67,7.66769,0.75,1.4,0.025,0.05,16,7,11.74,NA,NA,F3,2.507019026
716,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.502745,0.0142857,35.19,5.97538,0.75,1.4,0.025,0.05,16,7,10.87,NA,NA,F3,2.257651323
717,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.488235,0.0177143,27.56,6.24,0.75,1.4,0.025,0.05,16,7,12.61,NA,NA,F3,2.300983812
718,Chen46,46,Lake,Erhai Lake,Oligo-meso,0.444314,0.0168571,26.36,5.96923,0.75,1.4,0.025,0.05,16,7,15.22,NA,NA,F3,2.25662157
719,Chen46,46,Lake,Erhai Lake,Eutro,0.546863,0.0214286,25.52,8.20923,0.75,1.4,0.025,0.05,16,7,17.83,NA,NA,F3,2.57526276
720,Chen46,46,Lake,Erhai Lake,Eutro,0.555686,0.0222857,24.93,10.7877,0.75,1.4,0.025,0.05,16,7,22.17,NA,NA,F3,2.848410225
721,Chen46,46,Lake,Erhai Lake,Eutro,0.552745,0.0294286,18.78,19.9754,0.75,1.4,0.025,0.05,16,7,22.83,NA,NA,F3,3.464505146
722,Chen46,46,Lake,Erhai Lake,Eutro,0.602941,0.0291429,20.69,17.7354,0.75,1.4,0.025,0.05,16,7,23.48,NA,NA,F3,3.345566271
723,Chen46,46,Lake,Erhai Lake,Eutro,0.628824,0.0311429,20.19,18.3692,0.75,1.4,0.025,0.05,16,7,21.96,NA,NA,F3,3.380678978
724,Chen46,46,Lake,Erhai Lake,Eutro,0.626275,0.0262857,23.83,15.6062,0.75,1.4,0.025,0.05,16,7,20.22,NA,NA,F3,3.2176719
725,Chen46,46,Lake,Erhai Lake,Eutro,0.558039,0.0217143,25.7,16.9415,0.75,1.4,0.025,0.05,16,7,18.04,NA,NA,F3,3.299769862
726,Chen46,46,Lake,Erhai Lake,Eutro,0.51451,0.02,25.73,9.72923,0.75,1.4,0.025,0.05,16,7,14.13,NA,NA,F3,2.745138386
727,Jing47,47,Lake,Dongqian Lake,Eutro,0.985,0.091,10.82,20.4,0.75,1.4,0.025,0.05,16,7,20.4,NA,9.35,T1,0.071095922
728,Jing47,47,Lake,Dongqian Lake,Eutro,0.89,0.085,10.47,19.7,0.75,1.4,0.025,0.05,16,7,19.7,NA,9.57,T1,0.036179657
729,Jing47,47,Lake,Dongqian Lake,Eutro,0.884,0.094,9.4,19,0.75,1.4,0.025,0.05,16,7,19,NA,9.16,T1,0
730,Zhang48,48,Lake,Taihu Lake,Eutro,8.34783,0.227586,36.68,21.7857,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.471815879
731,Zhang48,48,Lake,Taihu Lake,Eutro,4.86957,0.0965517,50.43,15.3571,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.122139995
732,Zhang48,48,Lake,Taihu Lake,Eutro,7.82609,0.310345,25.22,16.4286,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.189585806
733,Zhang48,48,Lake,Taihu Lake,Eutro,5.91304,0.2,29.57,20.3571,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.403991833
734,Zhang48,48,Lake,Taihu Lake,Hyper,3.13043,0.144828,21.61,31.7857,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.849578591
735,Zhang48,48,Lake,Taihu Lake,Oligo-meso,7.21739,0.210345,34.31,5,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0
736,Zhang48,48,Lake,Taihu Lake,Hyper,6,0.158621,37.83,32.1429,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.860753674
737,Zhang48,48,Lake,Taihu Lake,Hyper,4.6087,0.110345,41.77,41.4286,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,2.114533551
738,Zhang48,48,Lake,Taihu Lake,Eutro,9.56522,0.389655,24.55,18.2143,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.292769087
739,Zhang48,48,Lake,Taihu Lake,Eutro,4.17391,0.12069,34.58,19.2857,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.349925976
740,Zhang48,48,Lake,Taihu Lake,Eutro,2.6087,0.172414,15.13,23.2143,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.535330556
741,Zhang48,48,Lake,Taihu Lake,Eutro,3.91304,0.113793,34.39,13.9286,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.024506368
742,Zhang48,48,Lake,Taihu Lake,Hyper,5.13043,0.22069,23.25,31.0714,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.826849869
743,Zhang48,48,Lake,Taihu Lake,Hyper,3.82609,0.175862,21.76,38.2143,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,2.033771879
744,Zhang48,48,Lake,Taihu Lake,Eutro,6.6087,0.224138,29.48,27.1429,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.69167759
745,Zhang48,48,Lake,Taihu Lake,Eutro,4.95652,0.113793,43.56,24.6429,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.595050914
746,Zhang48,48,Lake,Taihu Lake,Eutro,3.65217,0.0655172,55.74,20.3571,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.403991833
747,Zhang48,48,Lake,Taihu Lake,Hyper,4,0.148276,26.98,41.7857,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,2.123116263
748,Zhang48,48,Lake,Taihu Lake,Eutro,2.43478,0.0758621,32.09,13.2143,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.971861664
749,Zhang48,48,Lake,Taihu Lake,Eutro,4.52174,0.124138,36.43,18.9286,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.331236093
750,Zhang48,48,Lake,Taihu Lake,Eutro,2.69565,0.0931034,28.95,11.7857,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.85744902
751,Zhang48,48,Lake,Taihu Lake,Eutro,3.04348,0.117241,25.96,13.9286,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.024506368
752,Zhang48,48,Lake,Taihu Lake,Eutro,4.6087,0.137931,33.41,9.64286,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.656779833
753,Zhang48,48,Lake,Taihu Lake,Oligo-meso,1.73913,0.0862069,20.17,6.42857,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.251314206
754,Zhang48,48,Lake,Taihu Lake,Oligo-meso,1.21739,0.037931,32.09,6.07143,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.19415625
755,Zhang48,48,Lake,Taihu Lake,Oligo-meso,5.21739,0.148276,35.19,5.35714,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.068992338
756,Zhang48,48,Lake,Taihu Lake,Oligo-meso,0.956522,0.0448276,21.34,6.07143,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.19415625
757,Zhang48,48,Lake,Taihu Lake,Eutro,2.78261,0.106897,26.03,10.3571,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.728234362
758,Zhang48,48,Lake,Taihu Lake,Eutro,2.6087,0.127586,20.45,10,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.693147181
759,Zhang48,48,Lake,Taihu Lake,Eutro,2.43478,0.0862069,28.24,20.7143,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.421386371
760,Ye49,49,Lake,Taihu Lake,Hyper,5.22222,0.168966,30.91,42.7805,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.763685409
761,Ye49,49,Lake,Taihu Lake,Hyper,5.55556,0.124138,44.75,36.122,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.594505116
762,Ye49,49,Lake,Taihu Lake,Hyper,3.72222,0.113793,32.71,58.878,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,2.083070524
763,Ye49,49,Lake,Taihu Lake,Hyper,3.05556,0.17931,17.04,46.3659,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.844167293
764,Ye49,49,Lake,Taihu Lake,Hyper,1.77778,0.110345,16.11,36.4512,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.603577397
765,Ye49,49,Lake,Taihu Lake,Hyper,1.83333,0.0965517,18.99,39.0122,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.671477435
766,Ye49,49,Lake,Taihu Lake,Eutro,1.22222,0.0896552,13.63,28.2561,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.348912381
767,Ye49,49,Lake,Taihu Lake,Hyper,0.888889,0.175862,5.05,57.0488,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,2.05151006
768,Ye49,49,Lake,Taihu Lake,Hyper,1.55556,0.141379,11,30.2317,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.41649406
769,Ye49,49,Lake,Taihu Lake,Hyper,3,0.137931,21.75,53.8659,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.994100642
770,Ye49,49,Lake,Taihu Lake,Hyper,3.88889,0.134483,28.92,32.9756,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.503370912
771,Ye49,49,Lake,Taihu Lake,Hyper,3.38889,0.0758621,44.67,36.378,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.601567214
772,Ye49,49,Lake,Taihu Lake,Eutro,2.66667,0.0724138,36.83,17.0976,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.84654112
773,Ye49,49,Lake,Taihu Lake,Hyper,2.83333,0.213793,13.25,43.3293,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.776432098
774,Ye49,49,Lake,Taihu Lake,Hyper,1.5,0.103448,14.5,51.8171,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.955323228
775,Ye49,49,Lake,Taihu Lake,Hyper,1.27778,0.155172,8.23,48.4878,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.888915238
776,Ye49,49,Lake,Taihu Lake,Hyper,2.27778,0.0862069,26.42,31.8049,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.467223384
777,Ye49,49,Lake,Taihu Lake,Hyper,0.944444,0.062069,15.22,32.6463,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.493334544
778,Ye49,49,Lake,Taihu Lake,Eutro,2.05556,0.0758621,27.1,29.3902,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.388264303
779,Ye49,49,Lake,Taihu Lake,Eutro,1.22222,0.106897,11.43,21.0122,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.052706239
780,Ye49,49,Lake,Taihu Lake,Eutro,2.88889,0.0896552,32.22,11.9756,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.490474264
781,Ye49,49,Lake,Taihu Lake,Eutro,3.72222,0.141379,26.33,26.2805,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.276430237
782,Ye49,49,Lake,Taihu Lake,Eutro,3.27778,0.0827586,39.61,17.2439,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.855061475
783,Ye49,49,Lake,Taihu Lake,Eutro,2.27778,0.0758621,30.03,10.8,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.387149152
784,Ye49,49,Lake,Taihu Lake,Eutro,2.27778,0.110345,20.64,12.2317,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.51163396
785,Ye49,49,Lake,Taihu Lake,Eutro,2.27778,0.17931,12.7,24.122,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.190727305
786,Ye49,49,Lake,Taihu Lake,Hyper,1.72222,0.234483,7.34,51.9268,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.957438052
787,Ye49,49,Lake,Taihu Lake,Hyper,1.27778,0.168966,7.56,46.0366,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.83703975
788,Ye49,49,Lake,Taihu Lake,Eutro,0.833333,0.203448,4.1,29.4268,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.389508841
789,Ye49,49,Lake,Taihu Lake,Hyper,2,0.206897,9.67,31.1463,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.446298476
790,Ye49,49,Lake,Taihu Lake,Hyper,1.55556,0.141379,11,35.3537,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.573006072
791,Ye49,49,Lake,Taihu Lake,Eutro,2.69127,0.1075,25.04,8.74845,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.176479559
792,Ye49,49,Lake,Taihu Lake,Eutro,3.63186,0.12125,29.95,9.65599,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.275181466
793,Ye49,49,Lake,Taihu Lake,Eutro,3.07831,0.10875,28.31,9.47907,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.256689228
794,Ye49,49,Lake,Taihu Lake,Eutro,3.33933,0.11125,30.02,7.33309,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0
795,Ye49,49,Lake,Taihu Lake,Eutro,3.19082,0.09375,34.04,10.2293,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.332859169
796,Ye49,49,Lake,Taihu Lake,Eutro,3.45635,0.1,34.56,12.2279,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.511323244
797,Ye49,49,Lake,Taihu Lake,Eutro,6.13861,0.13,47.22,13.3156,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.596539298
798,Ye49,49,Lake,Taihu Lake,Eutro,3.82988,0.0975,39.28,8.43393,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.139865873
799,Ye49,49,Lake,Taihu Lake,Eutro,4.09541,0.10625,38.55,8.99418,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.204180719
800,Ye49,49,Lake,Taihu Lake,Eutro,4.08641,0.08625,47.38,8.83364,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.186170178
801,Ye49,49,Lake,Taihu Lake,Eutro,4.73897,0.0975,48.6,10.2785,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.337657353
802,Cheng50,50,Lake,Dianshanhu Lake,Eutro,4.29,0.2,21.45,16.36,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0
803,Cheng50,50,Lake,Dianshanhu Lake,Eutro,4.28382,0.171975,24.91,21.6631,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.280771021
804,Cheng50,50,Lake,Dianshanhu Lake,Eutro,4.12133,0.205789,20.03,22.0726,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F6,0.299497689
805,Wang51,51,Lake,Wudalianchi lake,Oligo-meso,1.089,0.298,3.65,2.497,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0
806,Wang51,51,Lake,Wudalianchi lake,Oligo-meso,1.587,0.041,38.71,3.748,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.406132353
807,Wang51,51,Lake,Wudalianchi lake,Oligo-meso,0.933,0.322,2.9,6.444,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.948059454
808,Wang51,51,Lake,Wudalianchi lake,Oligo-meso,1.57,0.046,34.13,6.188,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.907521921
809,Wang51,51,Lake,Wudalianchi lake,Eutro,1.147,0.267,4.3,12.69,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,1.62572427
810,Wang51,51,Lake,Wudalianchi lake,Eutro,1.567,0.063,24.87,8.873,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,1.267922947
811,Wang51,51,Lake,Wudalianchi lake,Eutro,1.27,0.197,6.45,6.632,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.976816407
